	emotions
343	[1, 1, 1, 4, 1, 1, 3, 2, 3, 6, 1, 1, 2, 6, 1, 5, 3, 6, 3, 1, 6, 6, 6, 6, 3, 1, 2, 2, 6, 1, 2, 1, 6, 4, 5, 3, 3, 1, 1, 1, 1, 2, 1, 3, 3, 1, 1, 2, 5, 1, 2, 2, 3, 6, 1, 6, 2, 2, 1, 3, 3, 1, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 3, 2, 1, 3, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 3, 5, 3, 2, 1, 3, 2, 6, 1, 1, 2, 3, 2, 2]
344	[6, 2, 2, 1, 6, 3, 1, 1, 2, 1, 5, 6, 6, 1, 5, 6, 1, 2, 6, 2, 6, 3, 2, 5, 2, 1, 2, 1, 1, 2, 6, 1, 1, 2, 1, 2, 6, 2, 4, 1, 2, 1, 1, 3, 6, 6, 2, 2, 3, 3, 2, 1, 6, 2, 1, 6, 6, 6, 1, 1, 1, 6, 2, 1, 1, 6, 2, 2, 2, 2, 2, 6, 6, 1, 2, 2, 6, 1, 1, 6, 1, 6, 1, 1, 1, 6, 6, 1, 2, 2, 1, 1, 6, 1, 2, 6, 3, 6, 6, 6]
345	[6, 6, 1, 1, 5, 2, 6, 6, 5, 2, 3, 5, 6, 4, 1, 5, 1, 1, 2, 6, 6, 5, 5, 1, 6, 2, 1, 6, 1, 2, 1, 6, 6, 2, 6, 2, 1, 2, 6, 4, 2, 1, 1, 5, 3, 6, 1, 6, 1, 2, 1, 3, 2, 2, 4, 6, 2, 6, 4, 6, 1, 1, 5, 3, 4, 2, 2, 6, 1, 1, 4, 1, 2, 1, 1, 2, 6, 2, 5, 6, 5, 6, 3, 2, 2, 2, 2, 6, 6, 1, 2, 3, 1, 2, 5, 5, 1, 1, 1, 2]
346	[1, 1, 2, 4, 1, 2, 2, 2, 1, 2, 2, 2, 1, 3, 2, 2, 1, 6, 2, 2, 2, 3, 6, 6, 2, 3, 3, 2, 3, 1, 1, 1, 1, 1, 2, 1, 6, 1, 2, 1, 3, 3, 2, 1, 6, 6, 6, 3, 2, 1, 1, 6, 1, 6, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 6, 6, 1, 1, 6, 6, 6, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 6, 3, 1, 1, 3, 2, 2, 2, 1, 2, 1, 1, 6, 3, 6]
347	[6, 3, 2, 3, 1, 3, 3, 3, 6, 2, 6, 6, 6, 1, 6, 6, 1, 1, 3, 3, 6, 4, 1, 3, 1, 2, 6, 6, 2, 3, 2, 2, 6, 3, 2, 2, 2, 1, 2, 2, 4, 3, 3, 2, 4, 6, 3, 1, 6, 2, 2, 2, 2, 6, 3, 2, 3, 1, 2, 2, 3, 6, 6, 2, 6, 3, 1, 1, 5, 3, 2, 3, 6, 2, 2, 2, 2, 2, 2, 2, 6, 2, 2, 3, 2, 2, 2, 6, 2, 2, 1, 2, 6, 1, 2, 2, 2, 6, 4, 4]
348	[2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 6, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 6, 1, 1, 2, 3, 6, 1, 1, 1, 6, 4, 3, 1, 1, 6, 1, 1, 6, 2, 2, 2, 3, 2, 3, 3, 2, 1, 3, 1, 2, 4, 2, 2, 1, 2, 3, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 6, 2, 6, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2, 3, 2, 1, 1, 1, 2, 2, 1, 2]
349	[1, 2, 6, 2, 6, 3, 1, 6, 3, 1, 6, 6, 2, 1, 2, 3, 6, 6, 1, 6, 6, 1, 6, 1, 3, 3, 2, 4, 3, 1, 6, 6, 3, 3, 1, 2, 3, 3, 2, 3, 2, 6, 6, 2, 2, 3, 1, 3, 1, 6, 6, 1, 3, 3, 6, 1, 6, 1, 3, 2, 2, 6, 6, 3, 2, 1, 1, 1, 6, 6, 2, 6, 2, 6, 3, 6, 1, 5, 6, 1, 2, 1, 3, 6, 1, 1, 3, 6, 6, 1, 5, 2, 1, 2, 3, 1, 3, 2, 3, 1]
350	[2, 6, 3, 3, 1, 1, 3, 2, 1, 2, 2, 6, 6, 4, 5, 6, 3, 6, 3, 6, 6, 2, 1, 1, 2, 2, 6, 3, 2, 4, 4, 6, 5, 2, 6, 6, 2, 2, 2, 3, 2, 2, 1, 2, 2, 1, 6, 6, 6, 5, 2, 5, 3, 2, 1, 2, 2, 4, 2, 6, 1, 2, 2, 1, 2, 2, 5, 6, 3, 1, 6, 6, 3, 2, 1, 1, 1, 2, 2, 2, 2, 1, 6, 1, 6, 2, 6, 6, 6, 6, 1, 2, 3, 3, 6, 3, 6, 4, 2, 1]
351	[3, 6, 1, 4, 4, 2, 2, 2, 2, 6, 1, 2, 1, 6, 2, 2, 4, 6, 1, 1, 2, 1, 2, 6, 6, 1, 1, 6, 3, 1, 6, 1, 1, 6, 1, 1, 1, 2, 1, 3, 6, 3, 1, 1, 2, 2, 2, 1, 2, 3, 6, 6, 1, 1, 2, 2, 2, 6, 2, 1, 2, 2, 1, 4, 1, 1, 1, 3, 3, 2, 1, 1, 1, 2, 2, 6, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 6, 2, 2, 2, 2, 2, 2, 4, 2, 3, 3]
352	[1, 1, 2, 2, 3, 3, 6, 2, 6, 6, 6, 1, 1, 6, 1, 1, 1, 2, 6, 6, 2, 2, 1, 6, 2, 1, 1, 2, 3, 2, 1, 3, 1, 2, 5, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 6, 1, 1, 1, 1, 1, 1, 1, 3, 1, 6, 1, 1, 1, 2, 1, 1, 1, 3, 6, 6, 1, 2, 3, 2, 3, 6, 3, 2, 6, 5, 2, 6, 1, 1, 3, 1, 2, 1, 2, 1, 2, 3, 1, 2, 1, 2, 1, 1, 1, 6]
353	[2, 1, 2, 6, 6, 1, 6, 5, 1, 3, 1, 1, 6, 1, 4, 3, 1, 1, 2, 2, 6, 2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 6, 2, 1, 2, 1, 2, 2, 2, 2, 6, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 3, 1, 2, 3, 1, 1, 6, 1, 1, 6]
354	[6, 2, 4, 6, 6, 3, 1, 6, 1, 6, 1, 6, 6, 6, 3, 6, 6, 6, 1, 1, 6, 4, 6, 6, 1, 1, 3, 6, 6, 6, 3, 6, 3, 1, 6, 6, 2, 6, 2, 1, 1, 1, 1, 6, 1, 6, 5, 6, 5, 2, 6, 2, 4, 2, 6, 2, 1, 6, 1, 1, 3, 6, 2, 2, 1, 2, 1, 6, 6, 2, 1, 3, 2, 2, 1, 3, 1, 1, 3, 1, 1, 2, 2, 6, 6, 2, 1, 3, 6, 2, 1, 1, 4, 1, 3, 1, 1, 1, 1, 1]
355	[2, 2, 6, 5, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 2, 4, 1, 2, 4, 1, 1, 2, 2, 1, 1, 2, 4, 1, 1, 1, 6, 2, 2, 1, 2, 6, 2, 3, 2, 2, 2, 6, 1, 6, 6, 2, 2, 2, 1, 6, 2, 6, 2, 2, 2, 3, 2, 1, 1, 2, 1, 2, 6, 1, 3, 2, 3, 6, 6, 1, 5, 2, 1, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 3, 2, 1, 2, 6, 1, 2, 1, 2, 2, 1, 6, 1, 6]
356	[6, 6, 1, 2, 2, 2, 2, 6, 3, 2, 2, 2, 1, 2, 2, 6, 2, 1, 1, 6, 3, 2, 2, 6, 5, 2, 1, 3, 2, 2, 3, 3, 1, 6, 6, 1, 6, 6, 6, 2, 1, 6, 6, 1, 1, 6, 2, 6, 1, 1, 6, 2, 3, 4, 1, 1, 1, 2, 1, 3, 1, 3, 2, 6, 3, 2, 6, 2, 3, 3, 2, 2, 6, 2, 2, 2, 1, 6, 3, 3, 2, 2, 3, 6, 3, 3, 6, 2, 3, 1, 3, 3, 6, 2, 1, 2, 2, 3, 6, 2]
357	[1, 2, 6, 6, 2, 6, 6, 2, 3, 6, 2, 2, 1, 2, 2, 1, 6, 6, 2, 1, 6, 2, 3, 1, 3, 2, 2, 6, 1, 2, 6, 2, 6, 6, 6, 6, 2, 2, 1, 2, 2, 2, 6, 1, 3, 6, 6, 5, 5, 1, 6, 6, 1, 6, 6, 6, 4, 3, 4, 6, 2, 6, 2, 6, 1, 1, 2, 2, 2, 2, 2, 6, 2, 4, 5, 1, 2, 5, 6, 6, 6, 1, 2, 6, 6, 2, 2, 6, 6, 2, 1, 2, 6, 1, 1, 6, 1, 3, 4, 3]
358	[6, 3, 2, 1, 6, 6, 1, 2, 1, 2, 2, 5, 3, 6, 2, 2, 1, 6, 2, 1, 3, 6, 6, 2, 6, 2, 1, 2, 1, 6, 3, 2, 2, 1, 1, 5, 2, 6, 2, 6, 3, 2, 2, 6, 1, 6, 6, 3, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 6, 1, 2, 6, 2, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 4, 1, 1, 3, 1, 3, 1, 3, 4, 6, 1, 1, 6, 3, 1, 1, 3, 1, 1, 2, 2, 3, 1]
359	[1, 6, 2, 6, 2, 6, 1, 2, 6, 6, 1, 1, 6, 2, 2, 2, 2, 6, 2, 2, 6, 2, 2, 1, 6, 2, 1, 6, 1, 1, 2, 1, 6, 2, 2, 3, 6, 6, 6, 6, 2, 2, 2, 2, 2, 6, 1, 2, 2, 2, 2, 1, 5, 2, 2, 2, 6, 2, 6, 2, 2, 2, 2, 1, 1, 2, 2, 6, 1, 2, 2, 1, 1, 1, 6, 2, 2, 6, 2, 2, 2, 2, 3, 2, 2, 6, 6, 2, 1, 3, 6, 2, 2, 2, 2, 2, 2, 6, 2, 6]
360	[6, 2, 1, 6, 6, 1, 2, 6, 3, 2, 6, 1, 1, 6, 6, 1, 3, 3, 6, 2, 2, 4, 2, 6, 1, 3, 2, 6, 1, 3, 3, 2, 6, 6, 1, 6, 3, 3, 1, 1, 6, 3, 6, 1, 6, 1, 6, 2, 5, 6, 6, 2, 6, 5, 2, 4, 4, 2, 5, 1, 6, 3, 6, 3, 6, 2, 4, 6, 6, 6, 6, 6, 6, 5, 4, 6, 6, 6, 3, 4, 4, 3, 2, 6, 6, 5, 4, 3, 3, 3, 2, 3, 3, 1, 6, 4, 2, 3, 5, 1]
361	[1, 6, 1, 6, 2, 2, 2, 6, 5, 4, 6, 1, 6, 1, 1, 1, 1, 2, 3, 1, 6, 1, 1, 2, 6, 4, 1, 6, 2, 1, 1, 1, 2, 4, 4, 4, 4, 4, 6, 2, 4, 6, 1, 2, 1, 1, 2, 1, 3, 3, 1, 2, 2, 1, 3, 1, 1, 6, 3, 2, 6, 2, 6, 1, 4, 2, 1, 1, 1, 1, 4, 6, 6, 1, 6, 1, 1, 2, 2, 4, 1, 3, 1, 1, 6, 1, 1, 3, 3, 5, 1, 2, 1, 3, 1, 1, 3, 5, 3, 2]
362	[6, 6, 6, 1, 1, 2, 3, 1, 2, 6, 1, 2, 2, 2, 2, 1, 6, 6, 2, 6, 2, 1, 2, 6, 1, 4, 6, 6, 1, 2, 2, 1, 1, 6, 1, 1, 1, 2, 2, 1, 2, 2, 2, 5, 2, 3, 6, 1, 2, 2, 2, 1, 6, 4, 6, 2, 2, 2, 1, 3, 1, 3, 2, 6, 6, 1, 4, 4, 3, 6, 2, 6, 2, 2, 1, 2, 2, 2, 2, 1, 1, 2, 2, 4, 5, 3, 1, 4, 1, 1, 1, 2, 2, 1, 2, 6, 2, 2, 1, 1]
363	[2, 6, 2, 6, 1, 6, 6, 3, 2, 2, 2, 2, 6, 6, 2, 6, 6, 6, 1, 1, 1, 6, 2, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2, 4, 6, 2, 6, 2, 2, 3, 3, 1, 6, 1, 4, 2, 1, 6, 6, 2, 2, 2, 2, 1, 6, 1, 1, 2, 1, 6, 2, 3, 5, 3, 2, 3, 2, 6, 2, 2, 3, 1, 2, 2, 2, 6, 3, 3, 1, 3, 2, 1, 1, 6, 6, 2, 2, 1, 1, 1, 2, 1, 1, 3, 2, 1, 6, 6]
364	[6, 6, 2, 2, 6, 6, 6, 4, 3, 2, 2, 4, 2, 2, 6, 1, 6, 6, 5, 6, 2, 1, 2, 6, 6, 6, 2, 2, 6, 2, 2, 6, 6, 6, 2, 4, 6, 4, 2, 6, 1, 2, 2, 6, 6, 6, 6, 1, 1, 3, 1, 2, 3, 6, 2, 2, 6, 6, 2, 6, 6, 5, 1, 2, 6, 2, 6, 4, 1, 1, 6, 6, 2, 1, 2, 2, 1, 6, 2, 4, 3, 2, 3, 2, 2, 1, 2, 6, 3, 1, 6, 1, 2, 6, 6, 6, 2, 6, 6, 2]
365	[6, 2, 6, 2, 2, 2, 4, 6, 3, 2, 5, 6, 1, 1, 3, 4, 2, 6, 2, 6, 6, 6, 2, 1, 3, 3, 2, 1, 1, 2, 2, 6, 2, 1, 2, 4, 1, 1, 5, 6, 2, 1, 4, 4, 6, 1, 1, 1, 2, 5, 4, 6, 2, 3, 1, 2, 2, 3, 1, 1, 2, 1, 2, 6, 2, 1, 1, 4, 5, 2, 6, 1, 1, 3, 2, 4, 1, 6, 6, 2, 6, 5, 2, 2, 2, 2, 2, 2, 2, 4, 1, 2, 1, 1, 2, 4, 1, 4, 1, 3]
366	[6, 3, 2, 3, 6, 6, 6, 1, 2, 4, 2, 6, 6, 6, 6, 4, 6, 3, 4, 6, 6, 3, 2, 2, 6, 2, 6, 1, 6, 6, 3, 6, 6, 6, 6, 6, 1, 1, 6, 6, 2, 3, 3, 3, 3, 6, 3, 6, 6, 1, 1, 6, 1, 6, 5, 6, 3, 4, 4, 4, 3, 2, 1, 6, 2, 2, 3, 6, 3, 3, 1, 5, 3, 5, 3, 2, 6, 1, 6, 3, 3, 6, 6, 6, 3, 3, 2, 6, 6, 6, 5, 4, 6, 2, 2, 3, 4, 6, 6, 6]
367	[2, 1, 1, 2, 1, 2, 2, 1, 2, 2, 2, 6, 1, 1, 1, 3, 2, 1, 1, 1, 2, 2, 2, 6, 6, 2, 2, 6, 2, 2, 2, 2, 1, 2, 2, 2, 3, 1, 2, 2, 3, 2, 2, 2, 2, 1, 6, 1, 3, 1, 1, 3, 2, 2, 1, 1, 2, 4, 3, 2, 2, 6, 2, 3, 2, 6, 1, 1, 1, 2, 2, 2, 6, 1, 3, 1, 2, 6, 2, 1, 1, 3, 2, 2, 6, 3, 2, 2, 2, 2, 2, 2, 1, 3, 1, 2, 3, 6, 3, 1]
368	[2, 1, 2, 1, 6, 1, 2, 2, 6, 2, 2, 6, 2, 2, 2, 2, 2, 6, 3, 2, 2, 1, 1, 1, 3, 2, 2, 2, 1, 3, 4, 2, 3, 1, 2, 2, 1, 1, 4, 2, 2, 2, 2, 1, 1, 2, 6, 2, 2, 3, 6, 6, 1, 6, 6, 2, 1, 6, 6, 5, 2, 1, 1, 6, 2, 1, 2, 2, 1, 2, 2, 1, 1, 6, 1, 1, 2, 3, 6, 1, 2, 1, 2, 3, 2, 2, 2, 3, 2, 2, 6, 3, 1, 3, 1, 1, 3, 1, 2, 6]
369	[2, 1, 6, 6, 1, 2, 3, 6, 3, 6, 6, 3, 3, 1, 3, 1, 6, 3, 3, 6, 6, 3, 3, 6, 3, 2, 1, 2, 2, 3, 1, 2, 2, 6, 3, 6, 6, 2, 1, 2, 2, 6, 6, 6, 2, 2, 3, 2, 2, 2, 6, 6, 2, 6, 2, 1, 3, 1, 6, 2, 2, 2, 2, 6, 6, 6, 6, 3, 3, 2, 6, 2, 3, 6, 6, 6, 2, 1, 6, 4, 6, 2, 6, 6, 2, 6, 6, 1, 2, 6, 6, 1, 6, 6, 6, 1, 1, 6, 5, 2]
370	[2, 3, 1, 6, 1, 4, 1, 1, 1, 6, 3, 1, 5, 2, 2, 2, 4, 6, 2, 2, 2, 6, 6, 4, 6, 6, 3, 2, 6, 3, 6, 2, 2, 2, 2, 6, 2, 6, 3, 2, 6, 6, 2, 2, 2, 6, 2, 1, 1, 3, 1, 1, 6, 3, 2, 1, 1, 1, 6, 2, 6, 6, 2, 2, 3, 1, 6, 1, 6, 6, 3, 3, 3, 6, 2, 6, 6, 6, 4, 6, 6, 6, 2, 2, 6, 3, 6, 3, 5, 2, 3, 1, 6, 6, 2, 3, 1, 6, 6, 6]
371	[1, 1, 6, 1, 1, 6, 1, 1, 1, 2, 1, 1, 6, 2, 6, 1, 1, 3, 1, 6, 2, 4, 1, 3, 3, 1, 1, 2, 6, 1, 1, 3, 6, 2, 6, 2, 6, 2, 6, 1, 2, 2, 1, 2, 1, 2, 3, 1, 2, 1, 1, 3, 1, 2, 1, 2, 2, 6, 2, 2, 6, 6, 1, 1, 4, 6, 6, 2, 3, 4, 2, 5, 2, 1, 2, 2, 1, 1, 3, 2, 4, 1, 1, 2, 1, 6, 3, 1, 3, 3, 4, 1, 1, 3, 1, 3, 6, 1, 3, 2]
372	[6, 2, 2, 6, 3, 3, 3, 2, 1, 6, 6, 3, 1, 1, 2, 2, 3, 6, 6, 2, 2, 1, 6, 6, 3, 1, 3, 1, 2, 2, 6, 2, 2, 2, 2, 2, 1, 1, 6, 6, 2, 1, 1, 2, 2, 2, 3, 3, 2, 2, 6, 6, 2, 4, 6, 3, 2, 2, 2, 1, 3, 1, 6, 1, 2, 2, 3, 4, 3, 1, 1, 3, 2, 6, 3, 1, 2, 1, 2, 3, 4, 2, 3, 3, 2, 6, 2, 3, 6, 1, 1, 1, 2, 2, 1, 6, 2, 2, 3, 1]
373	[2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 1, 2, 6, 6, 2, 6, 2, 2, 2, 6, 2, 2, 6, 2, 2, 6, 1, 2, 1, 2, 3, 3, 6, 2, 3, 5, 3, 6, 6, 1, 3, 6, 6, 2, 2, 2, 2, 6, 6, 1, 2, 6, 1, 2, 2, 2, 2, 3, 3, 2, 2, 2, 1, 6, 3, 2, 2, 3, 1, 6, 2, 2, 2, 2, 3, 2, 6, 1, 3, 3, 6, 1, 6, 2, 2, 2, 6, 2, 2, 2, 2, 2, 2, 1, 3, 2, 2, 2, 6, 6]
374	[1, 1, 3, 2, 2, 2, 6, 2, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 5, 6, 4, 3, 3, 2, 2, 2, 1, 3, 3, 1, 1, 1, 1, 1, 5, 1, 2, 2, 3, 1, 2, 1, 1, 6, 6, 1, 2, 2, 1, 3, 2, 2, 1, 1, 1, 6, 1, 1, 3, 4, 1, 1, 6, 1, 1, 1, 3, 6, 3, 2, 1, 1, 1, 6, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 6, 1, 6]
375	[2, 6, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 6, 1, 2, 1, 1, 1, 1, 3, 1, 2, 6, 1, 1, 6, 4, 4, 6, 6, 1, 1, 1, 3, 2, 1, 6, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 6, 1, 1, 1, 3, 6, 3, 1, 1, 2, 1, 1, 1, 1, 6, 2, 1, 1, 1, 1, 2, 1, 4, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6]
376	[1, 2, 6, 1, 3, 2, 2, 2, 2, 6, 2, 6, 2, 6, 6, 3, 3, 6, 2, 2, 6, 2, 2, 2, 6, 6, 2, 1, 4, 2, 6, 2, 3, 6, 5, 2, 6, 1, 3, 2, 2, 2, 2, 6, 3, 2, 2, 2, 2, 2, 3, 5, 3, 1, 6, 2, 2, 3, 6, 6, 6, 1, 2, 2, 1, 6, 1, 2, 6, 2, 6, 1, 6, 1, 2, 1, 6, 6, 6, 2, 2, 1, 2, 2, 5, 2, 1, 2, 2, 2, 3, 2, 2, 2, 5, 2, 2, 6, 6, 1]
377	[2, 2, 2, 1, 1, 1, 4, 3, 2, 2, 4, 1, 2, 1, 1, 6, 2, 1, 1, 1, 2, 2, 3, 3, 6, 2, 4, 1, 3, 4, 6, 1, 2, 3, 6, 6, 2, 4, 6, 2, 2, 4, 1, 1, 1, 1, 1, 1, 5, 1, 2, 6, 1, 1, 2, 2, 1, 2, 1, 1, 1, 6, 2, 6, 3, 1, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 5, 2, 2, 1, 1, 3, 1, 2, 2, 1, 2, 2, 3, 2, 2, 6, 3, 3, 1, 2, 2, 6, 5, 6]
378	[1, 6, 1, 6, 5, 6, 2, 3, 1, 2, 6, 6, 2, 6, 6, 1, 1, 6, 3, 6, 1, 1, 1, 1, 2, 2, 4, 6, 6, 2, 6, 6, 6, 6, 2, 1, 2, 6, 2, 2, 2, 6, 2, 2, 2, 1, 2, 2, 2, 6, 1, 1, 2, 2, 5, 4, 1, 6, 2, 6, 2, 2, 3, 3, 2, 1, 1, 6, 2, 6, 1, 6, 2, 1, 6, 2, 6, 5, 1, 6, 6, 2, 2, 1, 1, 2, 6, 2, 3, 2, 6, 2, 6, 2, 2, 2, 2, 6, 3, 2]
379	[2, 6, 2, 2, 6, 1, 2, 3, 1, 1, 2, 3, 1, 6, 2, 6, 1, 3, 1, 1, 1, 1, 6, 3, 1, 1, 1, 6, 6, 2, 2, 6, 2, 6, 6, 3, 1, 6, 5, 2, 6, 1, 2, 6, 6, 2, 3, 6, 1, 3, 6, 3, 1, 3, 1, 1, 6, 4, 2, 2, 3, 6, 3, 1, 6, 5, 2, 6, 3, 6, 6, 6, 1, 1, 1, 3, 5, 2, 6, 3, 6, 6, 1, 1, 1, 3, 1, 6, 6, 6, 6, 6, 2, 6, 6, 6, 1, 3, 6, 1]
380	[6, 1, 2, 3, 1, 6, 2, 1, 2, 1, 1, 6, 6, 2, 2, 2, 6, 2, 6, 2, 6, 2, 2, 1, 2, 6, 2, 6, 6, 6, 3, 6, 1, 6, 5, 6, 4, 6, 6, 6, 6, 2, 6, 4, 2, 6, 1, 2, 6, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 6, 1, 6, 6, 4, 4, 6, 6, 6, 6, 2, 6, 6, 6, 6, 2, 6, 1, 6, 2, 2, 2, 6, 2, 1, 1, 1, 2, 1, 6, 3, 6, 2, 1, 5, 1, 4, 2, 3, 6, 2]
381	[4, 1, 6, 2, 6, 6, 4, 6, 6, 2, 6, 6, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 3, 6, 3, 2, 6, 6, 1, 6, 6, 5, 6, 2, 1, 6, 2, 6, 2, 6, 2, 6, 6, 1, 1, 3, 2, 1, 2, 3, 3, 3, 6, 2, 2, 1, 6, 2, 2, 6, 6, 3, 6, 6, 2, 2, 6, 2, 3, 6, 6, 2, 6, 6, 1, 1, 3, 4, 1, 6, 6, 6, 3, 6, 1, 2, 1, 6, 6, 2, 2, 2, 1, 6, 1, 6, 6, 4, 1]
382	[1, 6, 6, 6, 2, 5, 1, 3, 2, 2, 3, 2, 3, 2, 2, 6, 1, 3, 3, 3, 3, 3, 2, 6, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 3, 2, 2, 2, 2, 4, 4, 6, 1, 3, 1, 1, 1, 1, 1, 3, 2, 2, 6, 1, 1, 1, 1, 1, 1, 2, 1, 6, 1, 3, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 4, 3, 1, 6, 3, 3, 5, 6, 1, 6, 1, 1, 1, 1, 1, 6, 1, 6, 3, 1, 1, 6, 2, 2, 6]
383	[2, 2, 3, 6, 6, 6, 6, 1, 1, 1, 1, 2, 1, 1, 5, 1, 6, 4, 2, 5, 1, 5, 2, 5, 2, 2, 3, 6, 2, 3, 6, 6, 6, 3, 2, 2, 2, 2, 2, 2, 2, 1, 6, 6, 4, 1, 1, 1, 6, 2, 6, 1, 6, 1, 6, 6, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 3, 3, 1, 4, 2, 2, 1, 1, 2, 2, 1, 6, 3, 3, 2, 6, 2, 1, 1, 2, 2, 2, 6, 2, 6, 2, 6, 2, 6, 1, 1, 2]
384	[2, 2, 2, 2, 6, 2, 2, 1, 6, 3, 2, 3, 1, 2, 6, 6, 6, 1, 2, 2, 2, 2, 4, 1, 6, 6, 1, 6, 4, 6, 6, 6, 1, 6, 5, 2, 6, 5, 1, 6, 2, 6, 1, 2, 3, 6, 6, 1, 2, 6, 5, 6, 3, 2, 1, 3, 6, 6, 2, 2, 2, 6, 2, 4, 6, 2, 2, 1, 2, 1, 3, 2, 2, 2, 2, 2, 1, 1, 2, 6, 2, 2, 3, 1, 2, 6, 3, 2, 1, 2, 1, 2, 3, 6, 6, 1, 2, 2, 2, 1]
385	[1, 3, 1, 2, 2, 1, 5, 6, 2, 1, 1, 1, 1, 2, 2, 6, 1, 6, 2, 6, 1, 6, 2, 2, 6, 6, 6, 6, 2, 3, 2, 6, 2, 2, 6, 6, 6, 1, 2, 1, 3, 1, 3, 2, 2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 6, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 4, 3, 3, 5, 1, 2, 6, 1, 1, 5, 2, 1, 1, 1, 4, 1, 6, 1, 3, 2, 6, 4, 6, 2, 1, 2, 1, 6, 2, 1, 2]
386	[6, 3, 2, 4, 3, 3, 2, 6, 1, 3, 1, 2, 6, 3, 2, 1, 2, 6, 6, 2, 4, 6, 6, 2, 6, 6, 1, 2, 6, 1, 1, 1, 2, 6, 1, 1, 1, 6, 2, 1, 2, 3, 6, 6, 2, 6, 2, 2, 2, 2, 4, 2, 2, 1, 2, 3, 2, 6, 6, 5, 5, 2, 1, 3, 3, 1, 1, 6, 6, 6, 6, 2, 6, 6, 6, 6, 6, 3, 2, 2, 1, 6, 2, 6, 3, 6, 2, 1, 6, 6, 2, 3, 2, 1, 2, 3, 2, 6, 1, 6]
387	[5, 2, 6, 1, 6, 1, 2, 3, 1, 2, 6, 2, 2, 2, 2, 1, 3, 6, 2, 6, 2, 1, 6, 1, 2, 4, 2, 2, 6, 2, 2, 2, 6, 1, 2, 2, 6, 1, 2, 2, 2, 6, 5, 6, 2, 4, 2, 2, 2, 1, 2, 1, 1, 2, 2, 1, 2, 3, 1, 1, 2, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 1, 2, 3, 1, 1, 1, 2, 1, 3, 2, 4, 2, 5, 1, 2, 1, 2, 2, 1, 2, 2, 3, 6, 2, 1, 6, 3, 2, 6]
388	[1, 1, 1, 1, 2, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 3, 1, 1, 1, 3, 2, 2, 2, 1, 2, 2, 2, 1, 1, 3, 6, 1, 1, 2, 1, 6, 2, 1, 1, 1, 2, 1, 3, 1, 1, 1, 3, 1, 2, 1, 1, 2, 3, 1, 1, 2, 3, 6, 2, 2, 6, 2, 1, 2, 6, 1, 1, 1, 2, 4, 1, 2, 1, 1, 6, 6, 1, 1, 4, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 1, 3, 6, 2]
